"# Per-item WritingBench response lengths, re-tokenized with each model's own tokenizer (rescued responses predate native gen_toks capture). subset: A = base 50 queries, B/C = the _sB/_sC subset files (offsets 50/100). index = WritingBench query index, the join key to scores/*.jsonl. Producer: analysis/writingbench/wb_lengths.py"
record,arm,subset,index,gen_toks
gemma4_realmath,R16,A,20,536
gemma4_realmath,R16,A,22,1557
gemma4_realmath,R16,A,23,1723
gemma4_realmath,R16,A,24,1911
gemma4_realmath,R16,A,26,1036
gemma4_realmath,R16,A,27,1978
gemma4_realmath,R16,A,29,1355
gemma4_realmath,R16,A,30,1091
gemma4_realmath,R16,A,31,1666
gemma4_realmath,R16,A,33,1430
gemma4_realmath,R16,A,34,838
gemma4_realmath,R16,A,36,2691
gemma4_realmath,R16,A,38,2029
gemma4_realmath,R16,A,39,1382
gemma4_realmath,R16,A,40,2577
gemma4_realmath,R16,A,41,1532
gemma4_realmath,R16,A,43,2138
gemma4_realmath,R16,A,46,1431
gemma4_realmath,R16,A,47,1672
gemma4_realmath,R16,A,48,1448
gemma4_realmath,R16,A,49,1599
gemma4_realmath,R16,A,51,1295
gemma4_realmath,R16,A,54,1577
gemma4_realmath,R16,A,55,1283
gemma4_realmath,R16,A,56,1121
gemma4_realmath,R16,A,57,1290
gemma4_realmath,R16,A,58,2685
gemma4_realmath,R16,A,60,1848
gemma4_realmath,R16,A,61,926
gemma4_realmath,R16,A,62,2041
gemma4_realmath,R16,A,63,1115
gemma4_realmath,R16,A,64,998
gemma4_realmath,R16,A,65,1793
gemma4_realmath,R16,B,66,1434
gemma4_realmath,R16,B,69,1404
gemma4_realmath,R16,B,70,1209
gemma4_realmath,R16,B,71,2740
gemma4_realmath,R16,B,72,1204
gemma4_realmath,R16,B,77,1493
gemma4_realmath,R16,B,81,1431
gemma4_realmath,R16,B,82,1598
gemma4_realmath,R16,B,88,1576
gemma4_realmath,R16,B,89,2464
gemma4_realmath,R16,B,91,2052
gemma4_realmath,R16,B,92,1311
gemma4_realmath,R16,B,94,1080
gemma4_realmath,R16,B,95,2341
gemma4_realmath,R16,B,99,1663
gemma4_realmath,R16,B,102,1285
gemma4_realmath,R16,B,103,2015
gemma4_realmath,R16,B,104,2514
gemma4_realmath,R16,B,106,1120
gemma4_realmath,R16,B,108,3646
gemma4_realmath,R16,B,111,1017
gemma4_realmath,R16,B,113,2317
gemma4_realmath,R16,B,114,1279
gemma4_realmath,R16,B,119,1044
gemma4_realmath,R16,B,120,1084
gemma4_realmath,R16,B,123,1209
gemma4_realmath,R16,B,125,2035
gemma4_realmath,R16,B,127,1431
gemma4_realmath,R16,B,128,1286
gemma4_realmath,R16,B,130,1140
gemma4_realmath,R16,B,132,3278
gemma4_realmath,R16,B,134,1384
gemma4_realmath,R16,B,135,1214
gemma4_realmath,R16,B,136,999
gemma4_realmath,R16,B,138,1269
gemma4_realmath,R16,B,139,1926
gemma4_realmath,R16,B,140,1048
gemma4_realmath,R16,B,141,1020
gemma4_realmath,R16,B,142,1335
gemma4_realmath,R16,B,144,1222
gemma4_realmath,R16,B,145,1211
gemma4_realmath,R16,B,146,984
gemma4_realmath,R16,B,147,1248
gemma4_realmath,R16,B,148,1300
gemma4_realmath,R16,B,151,2032
gemma4_realmath,R16,B,154,1057
gemma4_realmath,R16,B,156,1261
gemma4_realmath,R16,B,157,1214
gemma4_realmath,R16,B,159,1354
gemma4_realmath,R16,B,160,1494
gemma4_realmath,R16,C,162,1446
gemma4_realmath,R16,C,163,939
gemma4_realmath,R16,C,164,1328
gemma4_realmath,R16,C,165,2238
gemma4_realmath,R16,C,166,1229
gemma4_realmath,R16,C,167,2032
gemma4_realmath,R16,C,168,1179
gemma4_realmath,R16,C,170,957
gemma4_realmath,R16,C,172,1431
gemma4_realmath,R16,C,173,1335
gemma4_realmath,R16,C,174,1856
gemma4_realmath,R16,C,176,1615
gemma4_realmath,R16,C,178,1028
gemma4_realmath,R16,C,179,2311
gemma4_realmath,R16,C,180,1258
gemma4_realmath,R16,C,182,1465
gemma4_realmath,R16,C,184,2113
gemma4_realmath,R16,C,186,1161
gemma4_realmath,R16,C,187,1436
gemma4_realmath,R16,C,188,1276
gemma4_realmath,R16,C,189,958
gemma4_realmath,R16,C,192,2345
gemma4_realmath,R16,C,194,845
gemma4_realmath,R16,C,195,1172
gemma4_realmath,R16,C,198,1869
gemma4_realmath,R16,C,199,1453
gemma4_realmath,R16,C,201,431
gemma4_realmath,R16,C,202,119
gemma4_realmath,R16,C,203,717
gemma4_realmath,R16,C,204,1020
gemma4_realmath,R16,C,205,2922
gemma4_realmath,R16,C,206,1349
gemma4_realmath,R16,C,208,1798
gemma4_realmath,R16,C,209,1146
gemma4_realmath,R16,C,211,867
gemma4_realmath,R16,C,212,1189
gemma4_realmath,R16,C,213,1335
gemma4_realmath,R16,C,219,1071
gemma4_realmath,R16,C,220,1053
gemma4_realmath,R16,C,223,1961
gemma4_realmath,R16,C,224,1460
gemma4_realmath,R16,C,227,1942
gemma4_realmath,R16,C,229,1126
gemma4_realmath,R16,C,231,1797
gemma4_realmath,R16,C,232,1234
gemma4_realmath,R16,C,233,1690
gemma4_realmath,R16,C,236,1904
gemma4_realmath,R16,C,240,988
gemma4_realmath,R16,C,242,1677
gemma4_realmath,R16,C,243,1044
gemma4_realmath,R8,A,2,1519
gemma4_realmath,R8,A,3,1426
gemma4_realmath,R8,A,4,1298
gemma4_realmath,R8,A,5,1215
gemma4_realmath,R8,A,6,1226
gemma4_realmath,R8,A,7,479
gemma4_realmath,R8,A,8,419
gemma4_realmath,R8,A,10,731
gemma4_realmath,R8,A,11,942
gemma4_realmath,R8,A,12,1253
gemma4_realmath,R8,A,13,1197
gemma4_realmath,R8,A,14,1351
gemma4_realmath,R8,A,15,1091
gemma4_realmath,R8,A,16,2351
gemma4_realmath,R8,A,17,963
gemma4_realmath,R8,A,18,1120
gemma4_realmath,R8,A,19,2341
gemma4_realmath,R8,A,20,899
gemma4_realmath,R8,A,22,1497
gemma4_realmath,R8,A,23,1692
gemma4_realmath,R8,A,24,2038
gemma4_realmath,R8,A,26,1126
gemma4_realmath,R8,A,27,2018
gemma4_realmath,R8,A,29,1382
gemma4_realmath,R8,A,30,965
gemma4_realmath,R8,A,31,1750
gemma4_realmath,R8,A,33,1417
gemma4_realmath,R8,A,34,822
gemma4_realmath,R8,A,36,2619
gemma4_realmath,R8,A,38,1810
gemma4_realmath,R8,A,39,1354
gemma4_realmath,R8,A,40,3360
gemma4_realmath,R8,A,41,1556
gemma4_realmath,R8,A,43,2991
gemma4_realmath,R8,A,46,1293
gemma4_realmath,R8,A,47,1557
gemma4_realmath,R8,A,48,1478
gemma4_realmath,R8,A,49,1561
gemma4_realmath,R8,A,51,1227
gemma4_realmath,R8,A,54,1829
gemma4_realmath,R8,A,55,1337
gemma4_realmath,R8,A,56,1103
gemma4_realmath,R8,A,57,1216
gemma4_realmath,R8,A,58,3186
gemma4_realmath,R8,A,60,1755
gemma4_realmath,R8,A,61,964
gemma4_realmath,R8,A,62,2304
gemma4_realmath,R8,A,63,1142
gemma4_realmath,R8,A,64,1032
gemma4_realmath,R8,A,65,1894
gemma4_realmath,R8,B,66,1256
gemma4_realmath,R8,B,69,1463
gemma4_realmath,R8,B,70,1220
gemma4_realmath,R8,B,71,3065
gemma4_realmath,R8,B,72,1205
gemma4_realmath,R8,B,77,1463
gemma4_realmath,R8,B,81,1383
gemma4_realmath,R8,B,82,1652
gemma4_realmath,R8,B,88,1628
gemma4_realmath,R8,B,89,2070
gemma4_realmath,R8,B,91,1989
gemma4_realmath,R8,B,92,1147
gemma4_realmath,R8,B,94,1193
gemma4_realmath,R8,B,95,2341
gemma4_realmath,R8,B,99,1708
gemma4_realmath,R8,B,102,1301
gemma4_realmath,R8,B,103,1942
gemma4_realmath,R8,B,104,2370
gemma4_realmath,R8,B,106,1240
gemma4_realmath,R8,B,108,3116
gemma4_realmath,R8,B,111,1011
gemma4_realmath,R8,B,113,2002
gemma4_realmath,R8,B,114,1182
gemma4_realmath,R8,B,119,1042
gemma4_realmath,R8,B,120,1127
gemma4_realmath,R8,B,123,1094
gemma4_realmath,R8,B,125,1881
gemma4_realmath,R8,B,127,1449
gemma4_realmath,R8,B,128,1385
gemma4_realmath,R8,B,130,1157
gemma4_realmath,R8,B,132,2657
gemma4_realmath,R8,B,134,1299
gemma4_realmath,R8,B,135,1285
gemma4_realmath,R8,B,136,959
gemma4_realmath,R8,B,138,1313
gemma4_realmath,R8,B,139,2091
gemma4_realmath,R8,B,140,1025
gemma4_realmath,R8,B,141,895
gemma4_realmath,R8,B,142,1314
gemma4_realmath,R8,B,144,1293
gemma4_realmath,R8,B,145,1085
gemma4_realmath,R8,B,146,986
gemma4_realmath,R8,B,147,1323
gemma4_realmath,R8,B,148,1292
gemma4_realmath,R8,B,151,1884
gemma4_realmath,R8,B,154,1038
gemma4_realmath,R8,B,156,1294
gemma4_realmath,R8,B,157,1261
gemma4_realmath,R8,B,159,1370
gemma4_realmath,R8,B,160,1376
gemma4_realmath,R8,C,162,1457
gemma4_realmath,R8,C,163,711
gemma4_realmath,R8,C,164,1366
gemma4_realmath,R8,C,165,2204
gemma4_realmath,R8,C,166,1280
gemma4_realmath,R8,C,167,2042
gemma4_realmath,R8,C,168,1222
gemma4_realmath,R8,C,170,912
gemma4_realmath,R8,C,172,1576
gemma4_realmath,R8,C,173,1375
gemma4_realmath,R8,C,174,1766
gemma4_realmath,R8,C,176,1662
gemma4_realmath,R8,C,178,1055
gemma4_realmath,R8,C,179,2165
gemma4_realmath,R8,C,180,1222
gemma4_realmath,R8,C,182,1671
gemma4_realmath,R8,C,184,1743
gemma4_realmath,R8,C,186,1108
gemma4_realmath,R8,C,187,1385
gemma4_realmath,R8,C,188,1067
gemma4_realmath,R8,C,189,934
gemma4_realmath,R8,C,192,2249
gemma4_realmath,R8,C,194,821
gemma4_realmath,R8,C,195,1327
gemma4_realmath,R8,C,198,1795
gemma4_realmath,R8,C,199,1584
gemma4_realmath,R8,C,201,474
gemma4_realmath,R8,C,202,114
gemma4_realmath,R8,C,203,835
gemma4_realmath,R8,C,204,1021
gemma4_realmath,R8,C,205,2341
gemma4_realmath,R8,C,206,1237
gemma4_realmath,R8,C,208,1809
gemma4_realmath,R8,C,209,1036
gemma4_realmath,R8,C,211,920
gemma4_realmath,R8,C,212,1202
gemma4_realmath,R8,C,213,1171
gemma4_realmath,R8,C,219,768
gemma4_realmath,R8,C,220,1121
gemma4_realmath,R8,C,223,1989
gemma4_realmath,R8,C,224,1454
gemma4_realmath,R8,C,227,2048
gemma4_realmath,R8,C,229,1065
gemma4_realmath,R8,C,231,1804
gemma4_realmath,R8,C,232,1236
gemma4_realmath,R8,C,233,1364
gemma4_realmath,R8,C,236,1801
gemma4_realmath,R8,C,240,959
gemma4_realmath,R8,C,242,1476
gemma4_realmath,R8,C,243,1181
gemma4_realmath,free,A,2,1462
gemma4_realmath,free,A,3,1475
gemma4_realmath,free,A,4,1316
gemma4_realmath,free,A,5,1182
gemma4_realmath,free,A,6,1252
gemma4_realmath,free,A,7,503
gemma4_realmath,free,A,8,346
gemma4_realmath,free,A,10,771
gemma4_realmath,free,A,11,941
gemma4_realmath,free,A,12,1326
gemma4_realmath,free,A,13,1018
gemma4_realmath,free,A,14,1276
gemma4_realmath,free,A,15,1207
gemma4_realmath,free,A,16,2021
gemma4_realmath,free,A,17,1024
gemma4_realmath,free,A,18,1006
gemma4_realmath,free,A,19,2316
gemma4_realmath,free,A,20,916
gemma4_realmath,free,A,22,1281
gemma4_realmath,free,A,23,1796
gemma4_realmath,free,A,24,2371
gemma4_realmath,free,A,26,1095
gemma4_realmath,free,A,27,2332
gemma4_realmath,free,A,29,1510
gemma4_realmath,free,A,30,1059
gemma4_realmath,free,A,31,1661
gemma4_realmath,free,A,33,1439
gemma4_realmath,free,A,34,802
gemma4_realmath,free,A,36,2460
gemma4_realmath,free,A,38,2111
gemma4_realmath,free,A,39,1389
gemma4_realmath,free,A,40,2370
gemma4_realmath,free,A,41,1622
gemma4_realmath,free,A,43,2304
gemma4_realmath,free,A,46,1409
gemma4_realmath,free,A,47,1639
gemma4_realmath,free,A,48,1531
gemma4_realmath,free,A,49,1649
gemma4_realmath,free,A,51,1265
gemma4_realmath,free,A,54,1559
gemma4_realmath,free,A,55,1405
gemma4_realmath,free,A,56,1182
gemma4_realmath,free,A,57,1218
gemma4_realmath,free,A,58,3078
gemma4_realmath,free,A,60,1814
gemma4_realmath,free,A,61,837
gemma4_realmath,free,A,62,1974
gemma4_realmath,free,A,63,1161
gemma4_realmath,free,A,64,1022
gemma4_realmath,free,A,65,1850
gemma4_realmath,free,B,66,1485
gemma4_realmath,free,B,69,1392
gemma4_realmath,free,B,70,1312
gemma4_realmath,free,B,71,2835
gemma4_realmath,free,B,72,1244
gemma4_realmath,free,B,77,1314
gemma4_realmath,free,B,81,1499
gemma4_realmath,free,B,82,1549
gemma4_realmath,free,B,88,1680
gemma4_realmath,free,B,89,1439
gemma4_realmath,free,B,91,1890
gemma4_realmath,free,B,92,1196
gemma4_realmath,free,B,94,1195
gemma4_realmath,free,B,95,2341
gemma4_realmath,free,B,99,1590
gemma4_realmath,free,B,102,1243
gemma4_realmath,free,B,103,1843
gemma4_realmath,free,B,104,3063
gemma4_realmath,free,B,106,1066
gemma4_realmath,free,B,108,2758
gemma4_realmath,free,B,111,1126
gemma4_realmath,free,B,113,2363
gemma4_realmath,free,B,114,1229
gemma4_realmath,free,B,119,1017
gemma4_realmath,free,B,120,1118
gemma4_realmath,free,B,123,1062
gemma4_realmath,free,B,125,2061
gemma4_realmath,free,B,127,1537
gemma4_realmath,free,B,128,1375
gemma4_realmath,free,B,130,1048
gemma4_realmath,free,B,132,3024
gemma4_realmath,free,B,134,1101
gemma4_realmath,free,B,135,1258
gemma4_realmath,free,B,136,928
gemma4_realmath,free,B,138,1501
gemma4_realmath,free,B,139,2171
gemma4_realmath,free,B,140,1021
gemma4_realmath,free,B,141,1122
gemma4_realmath,free,B,142,1304
gemma4_realmath,free,B,144,1243
gemma4_realmath,free,B,145,1057
gemma4_realmath,free,B,146,983
gemma4_realmath,free,B,147,1410
gemma4_realmath,free,B,148,1416
gemma4_realmath,free,B,151,1908
gemma4_realmath,free,B,154,1065
gemma4_realmath,free,B,156,1499
gemma4_realmath,free,B,157,1192
gemma4_realmath,free,B,159,1508
gemma4_realmath,free,B,160,1263
gemma4_realmath,free,C,162,1608
gemma4_realmath,free,C,163,895
gemma4_realmath,free,C,164,1299
gemma4_realmath,free,C,165,2067
gemma4_realmath,free,C,166,1375
gemma4_realmath,free,C,167,2109
gemma4_realmath,free,C,168,1159
gemma4_realmath,free,C,170,1023
gemma4_realmath,free,C,172,1329
gemma4_realmath,free,C,173,1376
gemma4_realmath,free,C,174,2189
gemma4_realmath,free,C,176,1951
gemma4_realmath,free,C,178,1057
gemma4_realmath,free,C,179,2645
gemma4_realmath,free,C,180,1289
gemma4_realmath,free,C,182,1895
gemma4_realmath,free,C,184,2121
gemma4_realmath,free,C,186,1052
gemma4_realmath,free,C,187,1400
gemma4_realmath,free,C,188,1206
gemma4_realmath,free,C,189,851
gemma4_realmath,free,C,192,2038
gemma4_realmath,free,C,194,869
gemma4_realmath,free,C,195,1367
gemma4_realmath,free,C,198,1936
gemma4_realmath,free,C,199,1552
gemma4_realmath,free,C,201,354
gemma4_realmath,free,C,202,206
gemma4_realmath,free,C,203,786
gemma4_realmath,free,C,204,1097
gemma4_realmath,free,C,205,1921
gemma4_realmath,free,C,206,1296
gemma4_realmath,free,C,208,1734
gemma4_realmath,free,C,209,1119
gemma4_realmath,free,C,211,902
gemma4_realmath,free,C,212,1361
gemma4_realmath,free,C,213,1197
gemma4_realmath,free,C,219,1424
gemma4_realmath,free,C,220,1193
gemma4_realmath,free,C,223,1807
gemma4_realmath,free,C,224,1468
gemma4_realmath,free,C,227,2175
gemma4_realmath,free,C,229,1096
gemma4_realmath,free,C,231,2211
gemma4_realmath,free,C,232,1257
gemma4_realmath,free,C,233,1516
gemma4_realmath,free,C,236,1587
gemma4_realmath,free,C,240,1010
gemma4_realmath,free,C,242,1410
gemma4_realmath,free,C,243,1271
gemma4_rebuild,R16,A,2,1352
gemma4_rebuild,R16,A,3,1374
gemma4_rebuild,R16,A,4,1313
gemma4_rebuild,R16,A,5,1187
gemma4_rebuild,R16,A,6,1289
gemma4_rebuild,R16,A,7,530
gemma4_rebuild,R16,A,8,346
gemma4_rebuild,R16,A,10,778
gemma4_rebuild,R16,A,11,978
gemma4_rebuild,R16,A,12,1194
gemma4_rebuild,R16,A,13,1100
gemma4_rebuild,R16,A,14,1258
gemma4_rebuild,R16,A,15,1130
gemma4_rebuild,R16,A,16,2388
gemma4_rebuild,R16,A,17,968
gemma4_rebuild,R16,A,18,1009
gemma4_rebuild,R16,A,19,2638
gemma4_rebuild,R16,A,20,902
gemma4_rebuild,R16,A,22,1524
gemma4_rebuild,R16,A,23,1826
gemma4_rebuild,R16,A,24,1933
gemma4_rebuild,R16,A,26,1164
gemma4_rebuild,R16,A,27,2156
gemma4_rebuild,R16,A,29,1548
gemma4_rebuild,R16,A,30,980
gemma4_rebuild,R16,A,31,1662
gemma4_rebuild,R16,A,33,1322
gemma4_rebuild,R16,A,34,800
gemma4_rebuild,R16,A,36,2311
gemma4_rebuild,R16,A,38,1645
gemma4_rebuild,R16,A,39,1292
gemma4_rebuild,R16,A,40,1603
gemma4_rebuild,R16,A,41,1659
gemma4_rebuild,R16,A,43,1645
gemma4_rebuild,R16,A,46,1372
gemma4_rebuild,R16,A,47,1652
gemma4_rebuild,R16,A,48,1531
gemma4_rebuild,R16,A,49,1682
gemma4_rebuild,R16,A,51,1242
gemma4_rebuild,R16,A,54,1709
gemma4_rebuild,R16,A,55,1312
gemma4_rebuild,R16,A,56,1210
gemma4_rebuild,R16,A,57,1156
gemma4_rebuild,R16,A,58,3183
gemma4_rebuild,R16,A,60,1791
gemma4_rebuild,R16,A,61,1001
gemma4_rebuild,R16,A,62,2113
gemma4_rebuild,R16,A,63,1094
gemma4_rebuild,R16,A,64,1078
gemma4_rebuild,R16,A,65,1769
gemma4_rebuild,R16,B,66,1443
gemma4_rebuild,R16,B,69,1592
gemma4_rebuild,R16,B,70,1189
gemma4_rebuild,R16,B,71,3124
gemma4_rebuild,R16,B,72,1240
gemma4_rebuild,R16,B,77,1534
gemma4_rebuild,R16,B,81,1567
gemma4_rebuild,R16,B,82,1636
gemma4_rebuild,R16,B,88,1618
gemma4_rebuild,R16,B,89,2432
gemma4_rebuild,R16,B,91,1655
gemma4_rebuild,R16,B,92,1343
gemma4_rebuild,R16,B,94,1135
gemma4_rebuild,R16,B,95,2341
gemma4_rebuild,R16,B,99,1697
gemma4_rebuild,R16,B,102,1429
gemma4_rebuild,R16,B,103,1818
gemma4_rebuild,R16,B,104,2539
gemma4_rebuild,R16,B,106,1147
gemma4_rebuild,R16,B,108,3646
gemma4_rebuild,R16,B,111,1097
gemma4_rebuild,R16,B,113,2070
gemma4_rebuild,R16,B,114,1342
gemma4_rebuild,R16,B,119,989
gemma4_rebuild,R16,B,120,1120
gemma4_rebuild,R16,B,123,1130
gemma4_rebuild,R16,B,125,1781
gemma4_rebuild,R16,B,127,1432
gemma4_rebuild,R16,B,128,1392
gemma4_rebuild,R16,B,130,1170
gemma4_rebuild,R16,B,132,3185
gemma4_rebuild,R16,B,134,1214
gemma4_rebuild,R16,B,135,1225
gemma4_rebuild,R16,B,136,905
gemma4_rebuild,R16,B,138,1268
gemma4_rebuild,R16,B,139,2216
gemma4_rebuild,R16,B,140,1110
gemma4_rebuild,R16,B,141,1156
gemma4_rebuild,R16,B,142,1341
gemma4_rebuild,R16,B,144,1144
gemma4_rebuild,R16,B,145,1199
gemma4_rebuild,R16,B,146,924
gemma4_rebuild,R16,B,147,1271
gemma4_rebuild,R16,B,148,1389
gemma4_rebuild,R16,B,151,1814
gemma4_rebuild,R16,B,154,1091
gemma4_rebuild,R16,B,156,1393
gemma4_rebuild,R16,B,157,1243
gemma4_rebuild,R16,B,159,1661
gemma4_rebuild,R16,B,160,1428
gemma4_rebuild,R16,C,162,1325
gemma4_rebuild,R16,C,163,956
gemma4_rebuild,R16,C,164,1241
gemma4_rebuild,R16,C,165,2231
gemma4_rebuild,R16,C,166,1350
gemma4_rebuild,R16,C,167,1983
gemma4_rebuild,R16,C,168,1234
gemma4_rebuild,R16,C,170,1117
gemma4_rebuild,R16,C,172,1706
gemma4_rebuild,R16,C,173,1546
gemma4_rebuild,R16,C,174,1849
gemma4_rebuild,R16,C,176,1668
gemma4_rebuild,R16,C,178,1031
gemma4_rebuild,R16,C,179,2053
gemma4_rebuild,R16,C,180,1122
gemma4_rebuild,R16,C,182,1527
gemma4_rebuild,R16,C,184,1795
gemma4_rebuild,R16,C,186,1120
gemma4_rebuild,R16,C,187,1301
gemma4_rebuild,R16,C,188,1199
gemma4_rebuild,R16,C,189,964
gemma4_rebuild,R16,C,192,1736
gemma4_rebuild,R16,C,194,868
gemma4_rebuild,R16,C,195,1324
gemma4_rebuild,R16,C,198,1805
gemma4_rebuild,R16,C,199,1689
gemma4_rebuild,R16,C,201,463
gemma4_rebuild,R16,C,202,183
gemma4_rebuild,R16,C,203,702
gemma4_rebuild,R16,C,204,1187
gemma4_rebuild,R16,C,205,2064
gemma4_rebuild,R16,C,206,1409
gemma4_rebuild,R16,C,208,1591
gemma4_rebuild,R16,C,209,1063
gemma4_rebuild,R16,C,211,846
gemma4_rebuild,R16,C,212,1349
gemma4_rebuild,R16,C,213,1404
gemma4_rebuild,R16,C,219,910
gemma4_rebuild,R16,C,220,1106
gemma4_rebuild,R16,C,223,1972
gemma4_rebuild,R16,C,224,1352
gemma4_rebuild,R16,C,227,1922
gemma4_rebuild,R16,C,229,1093
gemma4_rebuild,R16,C,231,1731
gemma4_rebuild,R16,C,232,1263
gemma4_rebuild,R16,C,233,1627
gemma4_rebuild,R16,C,236,1886
gemma4_rebuild,R16,C,240,955
gemma4_rebuild,R16,C,242,1434
gemma4_rebuild,R16,C,243,1027
gemma4_rebuild,R8,A,2,1334
gemma4_rebuild,R8,A,3,1411
gemma4_rebuild,R8,A,4,1298
gemma4_rebuild,R8,A,5,1084
gemma4_rebuild,R8,A,6,1259
gemma4_rebuild,R8,A,7,516
gemma4_rebuild,R8,A,8,328
gemma4_rebuild,R8,A,10,792
gemma4_rebuild,R8,A,11,790
gemma4_rebuild,R8,A,12,1173
gemma4_rebuild,R8,A,13,1076
gemma4_rebuild,R8,A,14,1141
gemma4_rebuild,R8,A,15,953
gemma4_rebuild,R8,A,16,2093
gemma4_rebuild,R8,A,17,935
gemma4_rebuild,R8,A,18,1081
gemma4_rebuild,R8,A,19,2072
gemma4_rebuild,R8,A,20,585
gemma4_rebuild,R8,A,22,1293
gemma4_rebuild,R8,A,23,1753
gemma4_rebuild,R8,A,24,1802
gemma4_rebuild,R8,A,26,1127
gemma4_rebuild,R8,A,27,2128
gemma4_rebuild,R8,A,29,1353
gemma4_rebuild,R8,A,30,908
gemma4_rebuild,R8,A,31,1636
gemma4_rebuild,R8,A,33,1408
gemma4_rebuild,R8,A,34,824
gemma4_rebuild,R8,A,36,2867
gemma4_rebuild,R8,A,38,2342
gemma4_rebuild,R8,A,39,1333
gemma4_rebuild,R8,A,40,2763
gemma4_rebuild,R8,A,41,1474
gemma4_rebuild,R8,A,43,2894
gemma4_rebuild,R8,A,46,1347
gemma4_rebuild,R8,A,47,1724
gemma4_rebuild,R8,A,48,1583
gemma4_rebuild,R8,A,49,1555
gemma4_rebuild,R8,A,51,1243
gemma4_rebuild,R8,A,54,1720
gemma4_rebuild,R8,A,55,1325
gemma4_rebuild,R8,A,56,1086
gemma4_rebuild,R8,A,57,1234
gemma4_rebuild,R8,A,58,3161
gemma4_rebuild,R8,A,60,1893
gemma4_rebuild,R8,A,61,931
gemma4_rebuild,R8,A,62,2099
gemma4_rebuild,R8,A,63,1106
gemma4_rebuild,R8,A,64,1021
gemma4_rebuild,R8,A,65,1944
gemma4_rebuild,R8,B,66,1293
gemma4_rebuild,R8,B,69,1450
gemma4_rebuild,R8,B,70,1199
gemma4_rebuild,R8,B,71,2527
gemma4_rebuild,R8,B,72,1223
gemma4_rebuild,R8,B,77,1418
gemma4_rebuild,R8,B,81,1223
gemma4_rebuild,R8,B,82,1672
gemma4_rebuild,R8,B,88,1699
gemma4_rebuild,R8,B,89,2342
gemma4_rebuild,R8,B,91,1946
gemma4_rebuild,R8,B,92,1280
gemma4_rebuild,R8,B,94,1180
gemma4_rebuild,R8,B,95,2341
gemma4_rebuild,R8,B,99,1453
gemma4_rebuild,R8,B,102,1219
gemma4_rebuild,R8,B,103,2003
gemma4_rebuild,R8,B,104,2847
gemma4_rebuild,R8,B,106,1202
gemma4_rebuild,R8,B,108,3249
gemma4_rebuild,R8,B,111,1074
gemma4_rebuild,R8,B,113,2099
gemma4_rebuild,R8,B,114,1107
gemma4_rebuild,R8,B,119,1025
gemma4_rebuild,R8,B,120,1123
gemma4_rebuild,R8,B,123,1183
gemma4_rebuild,R8,B,125,1763
gemma4_rebuild,R8,B,127,1622
gemma4_rebuild,R8,B,128,1337
gemma4_rebuild,R8,B,130,1127
gemma4_rebuild,R8,B,132,2788
gemma4_rebuild,R8,B,134,1214
gemma4_rebuild,R8,B,135,1349
gemma4_rebuild,R8,B,136,1068
gemma4_rebuild,R8,B,138,1272
gemma4_rebuild,R8,B,139,2320
gemma4_rebuild,R8,B,140,1021
gemma4_rebuild,R8,B,141,858
gemma4_rebuild,R8,B,142,1347
gemma4_rebuild,R8,B,144,1235
gemma4_rebuild,R8,B,145,1140
gemma4_rebuild,R8,B,146,879
gemma4_rebuild,R8,B,147,1398
gemma4_rebuild,R8,B,148,1262
gemma4_rebuild,R8,B,151,1829
gemma4_rebuild,R8,B,154,1187
gemma4_rebuild,R8,B,156,1269
gemma4_rebuild,R8,B,157,1272
gemma4_rebuild,R8,B,159,1773
gemma4_rebuild,R8,B,160,1305
gemma4_rebuild,R8,C,162,1601
gemma4_rebuild,R8,C,163,931
gemma4_rebuild,R8,C,164,1167
gemma4_rebuild,R8,C,165,2202
gemma4_rebuild,R8,C,166,1395
gemma4_rebuild,R8,C,167,2095
gemma4_rebuild,R8,C,168,993
gemma4_rebuild,R8,C,170,1075
gemma4_rebuild,R8,C,172,1596
gemma4_rebuild,R8,C,173,1573
gemma4_rebuild,R8,C,174,1838
gemma4_rebuild,R8,C,176,1864
gemma4_rebuild,R8,C,178,1052
gemma4_rebuild,R8,C,179,2180
gemma4_rebuild,R8,C,180,1362
gemma4_rebuild,R8,C,182,1813
gemma4_rebuild,R8,C,184,1749
gemma4_rebuild,R8,C,186,1106
gemma4_rebuild,R8,C,187,1428
gemma4_rebuild,R8,C,188,1178
gemma4_rebuild,R8,C,189,970
gemma4_rebuild,R8,C,192,1467
gemma4_rebuild,R8,C,194,876
gemma4_rebuild,R8,C,195,1238
gemma4_rebuild,R8,C,198,1929
gemma4_rebuild,R8,C,199,1308
gemma4_rebuild,R8,C,201,477
gemma4_rebuild,R8,C,202,60
gemma4_rebuild,R8,C,203,911
gemma4_rebuild,R8,C,204,1088
gemma4_rebuild,R8,C,205,1923
gemma4_rebuild,R8,C,206,1311
gemma4_rebuild,R8,C,208,1864
gemma4_rebuild,R8,C,209,1055
gemma4_rebuild,R8,C,211,834
gemma4_rebuild,R8,C,212,1087
gemma4_rebuild,R8,C,213,1455
gemma4_rebuild,R8,C,219,853
gemma4_rebuild,R8,C,220,968
gemma4_rebuild,R8,C,223,2084
gemma4_rebuild,R8,C,224,1342
gemma4_rebuild,R8,C,227,1581
gemma4_rebuild,R8,C,229,1085
