"# Per-item generation lengths re-tokenized from the committed mmlu_dual dumps (think-off MMLU, 228 items = 4/subject x 57). gen_toks: model-own-tokenizer count of the dumped text (post-strip = full generation for think-off). ordering_ok: 1 iff this record's arms share an identical 228-long gold sequence, the precondition for pairing rows across arms by idx. correct_*: pred==gold under the relaxed / strict extractor. Producer: analysis/residency/mmlu_dual_lengths.py"
record,model_family,arm,idx,gold,correct_relaxed,correct_strict,gen_toks,ordering_ok
qwen35_ce_d12r4_dual,qwen35,free,34,C,1,1,311,1
qwen35_ce_d12r4_dual,qwen35,free,35,A,1,1,89,1
qwen35_ce_d12r4_dual,qwen35,free,36,A,1,1,158,1
qwen35_ce_d12r4_dual,qwen35,free,37,B,1,1,196,1
qwen35_ce_d12r4_dual,qwen35,free,38,B,1,1,327,1
qwen35_ce_d12r4_dual,qwen35,free,39,B,1,0,191,1
qwen35_ce_d12r4_dual,qwen35,free,40,D,1,0,311,1
qwen35_ce_d12r4_dual,qwen35,free,41,D,1,1,155,1
qwen35_ce_d12r4_dual,qwen35,free,42,A,1,0,440,1
qwen35_ce_d12r4_dual,qwen35,free,43,A,0,0,682,1
qwen35_ce_d12r4_dual,qwen35,free,44,C,1,0,146,1
qwen35_ce_d12r4_dual,qwen35,free,45,C,1,0,124,1
qwen35_ce_d12r4_dual,qwen35,free,46,D,1,0,153,1
qwen35_ce_d12r4_dual,qwen35,free,47,B,1,1,393,1
qwen35_ce_d12r4_dual,qwen35,free,48,A,1,0,262,1
qwen35_ce_d12r4_dual,qwen35,free,49,A,1,0,533,1
qwen35_ce_d12r4_dual,qwen35,free,50,C,1,1,291,1
qwen35_ce_d12r4_dual,qwen35,free,51,A,1,0,177,1
qwen35_ce_d12r4_dual,qwen35,free,52,A,1,1,246,1
qwen35_ce_d12r4_dual,qwen35,free,53,A,1,1,703,1
qwen35_ce_d12r4_dual,qwen35,free,54,C,1,1,482,1
qwen35_ce_d12r4_dual,qwen35,free,55,A,1,1,508,1
qwen35_ce_d12r4_dual,qwen35,free,56,C,1,1,235,1
qwen35_ce_d12r4_dual,qwen35,free,57,A,1,1,291,1
qwen35_ce_d12r4_dual,qwen35,free,58,A,1,0,191,1
qwen35_ce_d12r4_dual,qwen35,free,59,C,1,0,397,1
qwen35_ce_d12r4_dual,qwen35,free,60,D,1,1,417,1
qwen35_ce_d12r4_dual,qwen35,free,61,C,1,1,262,1
qwen35_ce_d12r4_dual,qwen35,free,62,A,1,1,632,1
qwen35_ce_d12r4_dual,qwen35,free,63,B,1,1,252,1
qwen35_ce_d12r4_dual,qwen35,free,64,B,1,1,234,1
qwen35_ce_d12r4_dual,qwen35,free,65,A,1,1,270,1
qwen35_ce_d12r4_dual,qwen35,free,66,D,1,1,414,1
qwen35_ce_d12r4_dual,qwen35,free,67,C,1,1,298,1
qwen35_ce_d12r4_dual,qwen35,free,68,B,1,1,1154,1
qwen35_ce_d12r4_dual,qwen35,free,69,C,1,0,1227,1
qwen35_ce_d12r4_dual,qwen35,free,70,D,1,1,591,1
qwen35_ce_d12r4_dual,qwen35,free,71,D,1,1,407,1
qwen35_ce_d12r4_dual,qwen35,free,72,D,1,1,435,1
qwen35_ce_d12r4_dual,qwen35,free,73,C,1,0,446,1
qwen35_ce_d12r4_dual,qwen35,free,74,B,1,0,399,1
qwen35_ce_d12r4_dual,qwen35,free,75,D,1,1,245,1
qwen35_ce_d12r4_dual,qwen35,free,76,C,1,1,559,1
qwen35_ce_d12r4_dual,qwen35,free,77,B,1,1,358,1
qwen35_ce_d12r4_dual,qwen35,free,78,D,1,0,252,1
qwen35_ce_d12r4_dual,qwen35,free,79,D,1,0,241,1
qwen35_ce_d12r4_dual,qwen35,free,80,A,1,1,304,1
qwen35_ce_d12r4_dual,qwen35,free,81,D,1,1,272,1
qwen35_ce_d12r4_dual,qwen35,free,82,A,1,0,156,1
qwen35_ce_d12r4_dual,qwen35,free,83,B,1,1,311,1
qwen35_ce_d12r4_dual,qwen35,free,84,B,1,1,282,1
qwen35_ce_d12r4_dual,qwen35,free,85,D,1,0,351,1
qwen35_ce_d12r4_dual,qwen35,free,86,D,1,0,247,1
qwen35_ce_d12r4_dual,qwen35,free,87,D,1,1,330,1
qwen35_ce_d12r4_dual,qwen35,free,88,C,1,1,298,1
qwen35_ce_d12r4_dual,qwen35,free,89,B,1,0,317,1
qwen35_ce_d12r4_dual,qwen35,free,90,C,0,0,150,1
qwen35_ce_d12r4_dual,qwen35,free,91,A,1,1,303,1
qwen35_ce_d12r4_dual,qwen35,free,92,A,1,1,117,1
qwen35_ce_d12r4_dual,qwen35,free,93,B,1,1,143,1
qwen35_ce_d12r4_dual,qwen35,free,94,A,1,1,135,1
qwen35_ce_d12r4_dual,qwen35,free,95,A,1,1,158,1
qwen35_ce_d12r4_dual,qwen35,free,96,B,1,1,146,1
qwen35_ce_d12r4_dual,qwen35,free,97,D,1,1,82,1
qwen35_ce_d12r4_dual,qwen35,free,98,C,1,1,79,1
qwen35_ce_d12r4_dual,qwen35,free,99,D,1,1,103,1
qwen35_ce_d12r4_dual,qwen35,free,100,B,1,1,149,1
qwen35_ce_d12r4_dual,qwen35,free,101,A,0,0,120,1
qwen35_ce_d12r4_dual,qwen35,free,102,C,0,0,250,1
qwen35_ce_d12r4_dual,qwen35,free,103,B,1,0,428,1
qwen35_ce_d12r4_dual,qwen35,free,104,B,1,1,129,1
qwen35_ce_d12r4_dual,qwen35,free,105,A,1,1,108,1
qwen35_ce_d12r4_dual,qwen35,free,106,A,1,0,251,1
qwen35_ce_d12r4_dual,qwen35,free,107,C,1,1,118,1
qwen35_ce_d12r4_dual,qwen35,free,108,C,1,1,177,1
qwen35_ce_d12r4_dual,qwen35,free,109,B,1,1,246,1
qwen35_ce_d12r4_dual,qwen35,free,110,D,1,1,141,1
qwen35_ce_d12r4_dual,qwen35,free,111,C,0,0,2048,1
qwen35_ce_d12r4_dual,qwen35,free,112,C,1,0,351,1
qwen35_ce_d12r4_dual,qwen35,free,113,B,1,0,446,1
qwen35_ce_d12r4_dual,qwen35,free,114,A,1,1,421,1
qwen35_ce_d12r4_dual,qwen35,free,115,A,1,1,141,1
qwen35_ce_d12r4_dual,qwen35,free,116,A,1,1,418,1
qwen35_ce_d12r4_dual,qwen35,free,117,B,0,0,234,1
qwen35_ce_d12r4_dual,qwen35,free,118,B,1,0,523,1
qwen35_ce_d12r4_dual,qwen35,free,119,D,0,0,519,1
qwen35_ce_d12r4_dual,qwen35,free,120,C,1,1,593,1
qwen35_ce_d12r4_dual,qwen35,free,121,C,1,1,185,1
qwen35_ce_d12r4_dual,qwen35,free,122,B,1,1,158,1
qwen35_ce_d12r4_dual,qwen35,free,123,C,1,1,511,1
qwen35_ce_d12r4_dual,qwen35,free,124,A,0,0,1215,1
qwen35_ce_d12r4_dual,qwen35,free,125,D,1,0,165,1
qwen35_ce_d12r4_dual,qwen35,free,126,B,0,0,358,1
qwen35_ce_d12r4_dual,qwen35,free,127,B,1,1,202,1
qwen35_ce_d12r4_dual,qwen35,free,128,A,1,1,507,1
qwen35_ce_d12r4_dual,qwen35,free,129,C,1,1,501,1
qwen35_ce_d12r4_dual,qwen35,free,130,A,1,1,519,1
qwen35_ce_d12r4_dual,qwen35,free,131,D,1,0,675,1
qwen35_ce_d12r4_dual,qwen35,free,132,B,1,1,130,1
qwen35_ce_d12r4_dual,qwen35,free,133,D,1,1,123,1
qwen35_ce_d12r4_dual,qwen35,free,134,C,1,1,132,1
qwen35_ce_d12r4_dual,qwen35,free,135,A,0,0,163,1
qwen35_ce_d12r4_dual,qwen35,free,136,D,1,0,416,1
qwen35_ce_d12r4_dual,qwen35,free,137,B,1,1,311,1
qwen35_ce_d12r4_dual,qwen35,free,138,B,1,0,300,1
qwen35_ce_d12r4_dual,qwen35,free,139,A,1,0,575,1
qwen35_ce_d12r4_dual,qwen35,free,140,B,1,1,364,1
qwen35_ce_d12r4_dual,qwen35,free,141,D,1,0,523,1
qwen35_ce_d12r4_dual,qwen35,free,142,D,1,1,284,1
qwen35_ce_d12r4_dual,qwen35,free,143,C,1,1,143,1
qwen35_ce_d12r4_dual,qwen35,free,144,A,1,1,368,1
qwen35_ce_d12r4_dual,qwen35,free,145,C,1,1,817,1
qwen35_ce_d12r4_dual,qwen35,free,146,B,1,1,191,1
qwen35_ce_d12r4_dual,qwen35,free,147,D,1,1,145,1
qwen35_ce_d12r4_dual,qwen35,free,148,A,1,1,359,1
qwen35_ce_d12r4_dual,qwen35,free,149,B,1,0,296,1
qwen35_ce_d12r4_dual,qwen35,free,150,D,1,1,214,1
qwen35_ce_d12r4_dual,qwen35,free,151,A,1,0,223,1
qwen35_ce_d12r4_dual,qwen35,free,152,B,1,0,256,1
qwen35_ce_d12r4_dual,qwen35,free,153,D,1,1,147,1
qwen35_ce_d12r4_dual,qwen35,free,154,A,1,0,276,1
qwen35_ce_d12r4_dual,qwen35,free,155,A,1,1,125,1
qwen35_ce_d12r4_dual,qwen35,free,156,D,1,0,160,1
qwen35_ce_d12r4_dual,qwen35,free,157,C,1,1,143,1
qwen35_ce_d12r4_dual,qwen35,free,158,B,1,0,512,1
qwen35_ce_d12r4_dual,qwen35,free,159,B,1,1,287,1
qwen35_ce_d12r4_dual,qwen35,free,160,B,1,1,239,1
qwen35_ce_d12r4_dual,qwen35,free,161,B,1,1,162,1
qwen35_ce_d12r4_dual,qwen35,free,162,B,1,1,102,1
qwen35_ce_d12r4_dual,qwen35,free,163,B,1,1,68,1
qwen35_ce_d12r4_dual,qwen35,free,164,C,1,0,376,1
qwen35_ce_d12r4_dual,qwen35,free,165,B,1,1,743,1
qwen35_ce_d12r4_dual,qwen35,free,166,A,1,0,513,1
qwen35_ce_d12r4_dual,qwen35,free,167,D,1,0,372,1
qwen35_ce_d12r4_dual,qwen35,free,168,C,1,1,147,1
qwen35_ce_d12r4_dual,qwen35,free,169,A,1,1,141,1
qwen35_ce_d12r4_dual,qwen35,free,170,B,1,1,357,1
qwen35_ce_d12r4_dual,qwen35,free,171,D,1,1,138,1
qwen35_ce_d12r4_dual,qwen35,free,172,A,1,1,150,1
qwen35_ce_d12r4_dual,qwen35,free,173,A,1,1,108,1
qwen35_ce_d12r4_dual,qwen35,free,174,D,1,1,254,1
qwen35_ce_d12r4_dual,qwen35,free,175,A,1,1,179,1
qwen35_ce_d12r4_dual,qwen35,free,176,D,1,0,2048,1
qwen35_ce_d12r4_dual,qwen35,free,177,A,1,1,231,1
qwen35_ce_d12r4_dual,qwen35,free,178,C,1,1,479,1
qwen35_ce_d12r4_dual,qwen35,free,179,A,1,1,1263,1
qwen35_ce_d12r4_dual,qwen35,free,180,C,1,1,264,1
qwen35_ce_d12r4_dual,qwen35,free,181,A,1,1,116,1
qwen35_ce_d12r4_dual,qwen35,free,182,D,1,0,337,1
qwen35_ce_d12r4_dual,qwen35,free,183,B,0,0,409,1
qwen35_ce_d12r4_dual,qwen35,free,184,D,1,1,195,1
qwen35_ce_d12r4_dual,qwen35,free,185,A,1,1,120,1
qwen35_ce_d12r4_dual,qwen35,free,186,D,1,1,225,1
qwen35_ce_d12r4_dual,qwen35,free,187,B,1,1,240,1
qwen35_ce_d12r4_dual,qwen35,free,188,A,1,1,184,1
qwen35_ce_d12r4_dual,qwen35,free,189,B,1,1,134,1
qwen35_ce_d12r4_dual,qwen35,free,190,D,1,0,208,1
qwen35_ce_d12r4_dual,qwen35,free,191,C,1,1,140,1
qwen35_ce_d12r4_dual,qwen35,free,192,B,1,0,318,1
qwen35_ce_d12r4_dual,qwen35,free,193,A,0,0,263,1
qwen35_ce_d12r4_dual,qwen35,free,194,C,1,1,341,1
qwen35_ce_d12r4_dual,qwen35,free,195,A,1,1,143,1
qwen35_ce_d12r4_dual,qwen35,free,196,D,0,0,219,1
qwen35_ce_d12r4_dual,qwen35,free,197,A,1,0,181,1
qwen35_ce_d12r4_dual,qwen35,free,198,C,1,1,213,1
qwen35_ce_d12r4_dual,qwen35,free,199,C,1,1,200,1
qwen35_ce_d12r4_dual,qwen35,free,200,A,1,0,363,1
qwen35_ce_d12r4_dual,qwen35,free,201,C,1,0,262,1
qwen35_ce_d12r4_dual,qwen35,free,202,C,1,1,324,1
qwen35_ce_d12r4_dual,qwen35,free,203,D,1,1,170,1
qwen35_ce_d12r4_dual,qwen35,free,204,A,1,0,160,1
qwen35_ce_d12r4_dual,qwen35,free,205,C,1,0,153,1
qwen35_ce_d12r4_dual,qwen35,free,206,A,1,0,260,1
qwen35_ce_d12r4_dual,qwen35,free,207,C,1,1,134,1
qwen35_ce_d12r4_dual,qwen35,free,208,D,1,0,153,1
qwen35_ce_d12r4_dual,qwen35,free,209,A,0,0,534,1
qwen35_ce_d12r4_dual,qwen35,free,210,D,1,1,117,1
qwen35_ce_d12r4_dual,qwen35,free,211,B,0,0,214,1
qwen35_ce_d12r4_dual,qwen35,free,212,C,1,1,103,1
qwen35_ce_d12r4_dual,qwen35,free,213,D,1,1,72,1
qwen35_ce_d12r4_dual,qwen35,free,214,D,1,1,143,1
qwen35_ce_d12r4_dual,qwen35,free,215,D,1,1,91,1
qwen35_ce_d12r4_dual,qwen35,free,216,D,0,0,155,1
qwen35_ce_d12r4_dual,qwen35,free,217,A,1,1,226,1
qwen35_ce_d12r4_dual,qwen35,free,218,A,1,1,189,1
qwen35_ce_d12r4_dual,qwen35,free,219,A,1,1,162,1
qwen35_ce_d12r4_dual,qwen35,free,220,C,0,0,629,1
qwen35_ce_d12r4_dual,qwen35,free,221,B,0,0,672,1
qwen35_ce_d12r4_dual,qwen35,free,222,D,1,0,605,1
qwen35_ce_d12r4_dual,qwen35,free,223,C,1,0,505,1
qwen35_ce_d12r4_dual,qwen35,free,224,D,1,1,150,1
qwen35_ce_d12r4_dual,qwen35,free,225,B,1,1,165,1
qwen35_ce_d12r4_dual,qwen35,free,226,D,1,1,797,1
qwen35_ce_d12r4_dual,qwen35,free,227,A,1,1,114,1
qwen35_ce_d12r5_b_dual,qwen35,R8,0,B,1,1,969,1
qwen35_ce_d12r5_b_dual,qwen35,R8,1,C,1,1,1148,1
qwen35_ce_d12r5_b_dual,qwen35,R8,2,D,1,0,1186,1
qwen35_ce_d12r5_b_dual,qwen35,R8,3,B,1,1,502,1
qwen35_ce_d12r5_b_dual,qwen35,R8,4,A,1,0,802,1
qwen35_ce_d12r5_b_dual,qwen35,R8,5,B,1,1,515,1
qwen35_ce_d12r5_b_dual,qwen35,R8,6,A,1,1,262,1
qwen35_ce_d12r5_b_dual,qwen35,R8,7,C,1,1,480,1
qwen35_ce_d12r5_b_dual,qwen35,R8,8,A,1,1,331,1
qwen35_ce_d12r5_b_dual,qwen35,R8,9,D,1,1,181,1
qwen35_ce_d12r5_b_dual,qwen35,R8,10,C,1,1,194,1
qwen35_ce_d12r5_b_dual,qwen35,R8,11,C,1,0,276,1
qwen35_ce_d12r5_b_dual,qwen35,R8,12,C,1,1,309,1
qwen35_ce_d12r5_b_dual,qwen35,R8,13,C,1,1,365,1
qwen35_ce_d12r5_b_dual,qwen35,R8,14,A,1,0,218,1
qwen35_ce_d12r5_b_dual,qwen35,R8,15,B,1,1,357,1
qwen35_ce_d12r5_b_dual,qwen35,R8,16,D,1,1,262,1
qwen35_ce_d12r5_b_dual,qwen35,R8,17,C,1,1,461,1
qwen35_ce_d12r5_b_dual,qwen35,R8,18,D,1,1,258,1
qwen35_ce_d12r5_b_dual,qwen35,R8,19,B,1,1,1196,1
qwen35_ce_d12r5_b_dual,qwen35,R8,20,A,1,0,519,1
qwen35_ce_d12r5_b_dual,qwen35,R8,21,C,1,1,805,1
qwen35_ce_d12r5_b_dual,qwen35,R8,22,B,1,1,1582,1
qwen35_ce_d12r5_b_dual,qwen35,R8,23,A,1,1,444,1
qwen35_ce_d12r5_b_dual,qwen35,R8,24,B,1,1,573,1
qwen35_ce_d12r5_b_dual,qwen35,R8,25,D,1,1,777,1
qwen35_ce_d12r5_b_dual,qwen35,R8,26,D,1,1,1960,1
qwen35_ce_d12r5_b_dual,qwen35,R8,27,A,1,1,447,1
qwen35_ce_d12r5_b_dual,qwen35,R8,28,B,1,1,228,1
qwen35_ce_d12r5_b_dual,qwen35,R8,29,C,0,0,808,1
qwen35_ce_d12r5_b_dual,qwen35,R8,30,C,1,1,441,1
qwen35_ce_d12r5_b_dual,qwen35,R8,31,A,1,1,298,1
qwen35_ce_d12r5_b_dual,qwen35,R8,32,C,1,0,279,1
qwen35_ce_d12r5_b_dual,qwen35,R8,33,A,1,1,354,1
qwen35_ce_d12r5_b_dual,qwen35,R8,34,C,1,0,253,1
qwen35_ce_d12r5_b_dual,qwen35,R8,35,A,1,1,121,1
qwen35_ce_d12r5_b_dual,qwen35,R8,36,A,1,1,181,1
qwen35_ce_d12r5_b_dual,qwen35,R8,37,B,1,1,221,1
qwen35_ce_d12r5_b_dual,qwen35,R8,38,B,1,0,353,1
qwen35_ce_d12r5_b_dual,qwen35,R8,39,B,0,0,141,1
qwen35_ce_d12r5_b_dual,qwen35,R8,40,D,1,0,262,1
qwen35_ce_d12r5_b_dual,qwen35,R8,41,D,1,1,167,1
qwen35_ce_d12r5_b_dual,qwen35,R8,42,A,1,1,438,1
qwen35_ce_d12r5_b_dual,qwen35,R8,43,A,1,1,620,1
qwen35_ce_d12r5_b_dual,qwen35,R8,44,C,1,0,148,1
qwen35_ce_d12r5_b_dual,qwen35,R8,45,C,1,0,139,1
qwen35_ce_d12r5_b_dual,qwen35,R8,46,D,1,0,162,1
qwen35_ce_d12r5_b_dual,qwen35,R8,47,B,1,1,279,1
qwen35_ce_d12r5_b_dual,qwen35,R8,48,A,1,0,289,1
qwen35_ce_d12r5_b_dual,qwen35,R8,49,A,1,1,364,1
qwen35_ce_d12r5_b_dual,qwen35,R8,50,C,1,1,203,1
qwen35_ce_d12r5_b_dual,qwen35,R8,51,A,1,0,134,1
qwen35_ce_d12r5_b_dual,qwen35,R8,52,A,1,1,215,1
qwen35_ce_d12r5_b_dual,qwen35,R8,53,A,1,1,357,1
qwen35_ce_d12r5_b_dual,qwen35,R8,54,C,1,1,468,1
qwen35_ce_d12r5_b_dual,qwen35,R8,55,A,1,1,420,1
qwen35_ce_d12r5_b_dual,qwen35,R8,56,C,1,1,145,1
qwen35_ce_d12r5_b_dual,qwen35,R8,57,A,1,1,263,1
qwen35_ce_d12r5_b_dual,qwen35,R8,58,A,1,1,289,1
qwen35_ce_d12r5_b_dual,qwen35,R8,59,C,1,0,434,1
qwen35_ce_d12r5_b_dual,qwen35,R8,60,D,1,1,391,1
qwen35_ce_d12r5_b_dual,qwen35,R8,61,C,1,1,240,1
qwen35_ce_d12r5_b_dual,qwen35,R8,62,A,1,1,655,1
qwen35_ce_d12r5_b_dual,qwen35,R8,63,B,1,1,324,1
qwen35_ce_d12r5_b_dual,qwen35,R8,64,B,1,1,248,1
qwen35_ce_d12r5_b_dual,qwen35,R8,65,A,1,1,323,1
qwen35_ce_d12r5_b_dual,qwen35,R8,66,D,1,0,434,1
qwen35_ce_d12r5_b_dual,qwen35,R8,67,C,1,1,268,1
qwen35_ce_d12r5_b_dual,qwen35,R8,68,B,1,1,1953,1
qwen35_ce_d12r5_b_dual,qwen35,R8,69,C,1,1,606,1
qwen35_ce_d12r5_b_dual,qwen35,R8,70,D,1,0,529,1
qwen35_ce_d12r5_b_dual,qwen35,R8,71,D,1,1,367,1
qwen35_ce_d12r5_b_dual,qwen35,R8,72,D,1,1,406,1
qwen35_ce_d12r5_b_dual,qwen35,R8,73,C,1,1,370,1
qwen35_ce_d12r5_b_dual,qwen35,R8,74,B,1,1,320,1
qwen35_ce_d12r5_b_dual,qwen35,R8,75,D,0,0,238,1
qwen35_ce_d12r5_b_dual,qwen35,R8,76,C,1,1,398,1
qwen35_ce_d12r5_b_dual,qwen35,R8,77,B,1,0,347,1
qwen35_ce_d12r5_b_dual,qwen35,R8,78,D,0,0,557,1
qwen35_ce_d12r5_b_dual,qwen35,R8,79,D,1,0,251,1
qwen35_ce_d12r5_b_dual,qwen35,R8,80,A,1,0,378,1
qwen35_ce_d12r5_b_dual,qwen35,R8,81,D,1,1,176,1
qwen35_ce_d12r5_b_dual,qwen35,R8,82,A,1,1,108,1
qwen35_ce_d12r5_b_dual,qwen35,R8,83,B,1,0,191,1
qwen35_ce_d12r5_b_dual,qwen35,R8,84,B,1,1,348,1
qwen35_ce_d12r5_b_dual,qwen35,R8,85,D,1,1,303,1
qwen35_ce_d12r5_b_dual,qwen35,R8,86,D,1,1,306,1
qwen35_ce_d12r5_b_dual,qwen35,R8,87,D,1,0,367,1
qwen35_ce_d12r5_b_dual,qwen35,R8,88,C,1,1,147,1
qwen35_ce_d12r5_b_dual,qwen35,R8,89,B,1,1,401,1
qwen35_ce_d12r5_b_dual,qwen35,R8,90,C,0,0,84,1
qwen35_ce_d12r5_b_dual,qwen35,R8,91,A,1,1,75,1
qwen35_ce_d12r5_b_dual,qwen35,R8,92,A,1,1,102,1
qwen35_ce_d12r5_b_dual,qwen35,R8,93,B,1,1,159,1
qwen35_ce_d12r5_b_dual,qwen35,R8,94,A,1,0,89,1
qwen35_ce_d12r5_b_dual,qwen35,R8,95,A,1,1,139,1
qwen35_ce_d12r5_b_dual,qwen35,R8,96,B,1,1,158,1
qwen35_ce_d12r5_b_dual,qwen35,R8,97,D,1,1,185,1
qwen35_ce_d12r5_b_dual,qwen35,R8,98,C,1,1,68,1
qwen35_ce_d12r5_b_dual,qwen35,R8,99,D,1,1,98,1
qwen35_ce_d12r5_b_dual,qwen35,R8,100,B,1,1,145,1
qwen35_ce_d12r5_b_dual,qwen35,R8,101,A,0,0,81,1
qwen35_ce_d12r5_b_dual,qwen35,R8,102,C,1,1,84,1
qwen35_ce_d12r5_b_dual,qwen35,R8,103,B,1,1,103,1
qwen35_ce_d12r5_b_dual,qwen35,R8,104,B,1,0,145,1
qwen35_ce_d12r5_b_dual,qwen35,R8,105,A,1,1,129,1
qwen35_ce_d12r5_b_dual,qwen35,R8,106,A,1,0,322,1
qwen35_ce_d12r5_b_dual,qwen35,R8,107,C,1,0,104,1
qwen35_ce_d12r5_b_dual,qwen35,R8,108,C,1,1,286,1
qwen35_ce_d12r5_b_dual,qwen35,R8,109,B,1,1,181,1
qwen35_ce_d12r5_b_dual,qwen35,R8,110,D,1,1,92,1
qwen35_ce_d12r5_b_dual,qwen35,R8,111,C,0,0,2048,1
qwen35_ce_d12r5_b_dual,qwen35,R8,112,C,1,1,128,1
qwen35_ce_d12r5_b_dual,qwen35,R8,113,B,1,1,455,1
qwen35_ce_d12r5_b_dual,qwen35,R8,114,A,1,0,585,1
qwen35_ce_d12r5_b_dual,qwen35,R8,115,A,1,1,162,1
qwen35_ce_d12r5_b_dual,qwen35,R8,116,A,1,1,471,1
qwen35_ce_d12r5_b_dual,qwen35,R8,117,B,1,1,1082,1
qwen35_ce_d12r5_b_dual,qwen35,R8,118,B,1,1,366,1
qwen35_ce_d12r5_b_dual,qwen35,R8,119,D,0,0,518,1
qwen35_ce_d12r5_b_dual,qwen35,R8,120,C,1,1,287,1
qwen35_ce_d12r5_b_dual,qwen35,R8,121,C,1,0,186,1
qwen35_ce_d12r5_b_dual,qwen35,R8,122,B,1,0,256,1
qwen35_ce_d12r5_b_dual,qwen35,R8,123,C,1,1,555,1
qwen35_ce_d12r5_b_dual,qwen35,R8,124,A,0,0,354,1
qwen35_ce_d12r5_b_dual,qwen35,R8,125,D,1,0,216,1
qwen35_ce_d12r5_b_dual,qwen35,R8,126,B,0,0,362,1
qwen35_ce_d12r5_b_dual,qwen35,R8,127,B,1,1,182,1
qwen35_ce_d12r5_b_dual,qwen35,R8,128,A,1,1,548,1
qwen35_ce_d12r5_b_dual,qwen35,R8,129,C,1,1,387,1
qwen35_ce_d12r5_b_dual,qwen35,R8,130,A,1,1,451,1
qwen35_ce_d12r5_b_dual,qwen35,R8,131,D,1,1,584,1
qwen35_ce_d12r5_b_dual,qwen35,R8,132,B,1,0,155,1
qwen35_ce_d12r5_b_dual,qwen35,R8,133,D,1,1,159,1
qwen35_ce_d12r5_b_dual,qwen35,R8,134,C,1,1,101,1
qwen35_ce_d12r5_b_dual,qwen35,R8,135,A,0,0,232,1
qwen35_ce_d12r5_b_dual,qwen35,R8,136,D,1,1,174,1
qwen35_ce_d12r5_b_dual,qwen35,R8,137,B,1,0,302,1
qwen35_ce_d12r5_b_dual,qwen35,R8,138,B,1,0,154,1
qwen35_ce_d12r5_b_dual,qwen35,R8,139,A,0,0,854,1
qwen35_ce_d12r5_b_dual,qwen35,R8,140,B,1,1,120,1
qwen35_ce_d12r5_b_dual,qwen35,R8,141,D,1,0,399,1
qwen35_ce_d12r5_b_dual,qwen35,R8,142,D,1,1,403,1
qwen35_ce_d12r5_b_dual,qwen35,R8,143,C,1,1,144,1
qwen35_ce_d12r5_b_dual,qwen35,R8,144,A,1,0,445,1
qwen35_ce_d12r5_b_dual,qwen35,R8,145,C,1,0,1259,1
qwen35_ce_d12r5_b_dual,qwen35,R8,146,B,1,1,185,1
qwen35_ce_d12r5_b_dual,qwen35,R8,147,D,1,0,258,1
qwen35_ce_d12r5_b_dual,qwen35,R8,148,A,1,0,250,1
qwen35_ce_d12r5_b_dual,qwen35,R8,149,B,1,1,110,1
qwen35_ce_d12r5_b_dual,qwen35,R8,150,D,1,1,153,1
qwen35_ce_d12r5_b_dual,qwen35,R8,151,A,1,0,252,1
qwen35_ce_d12r5_b_dual,qwen35,R8,152,B,1,0,247,1
qwen35_ce_d12r5_b_dual,qwen35,R8,153,D,0,0,130,1
qwen35_ce_d12r5_b_dual,qwen35,R8,154,A,1,0,330,1
qwen35_ce_d12r5_b_dual,qwen35,R8,155,A,1,0,187,1
qwen35_ce_d12r5_b_dual,qwen35,R8,156,D,1,0,201,1
qwen35_ce_d12r5_b_dual,qwen35,R8,157,C,1,1,93,1
qwen35_ce_d12r5_b_dual,qwen35,R8,158,B,1,1,444,1
qwen35_ce_d12r5_b_dual,qwen35,R8,159,B,1,1,150,1
qwen35_ce_d12r5_b_dual,qwen35,R8,160,B,1,1,214,1
qwen35_ce_d12r5_b_dual,qwen35,R8,161,B,1,1,117,1
qwen35_ce_d12r5_b_dual,qwen35,R8,162,B,1,1,75,1
qwen35_ce_d12r5_b_dual,qwen35,R8,163,B,1,1,533,1
qwen35_ce_d12r5_b_dual,qwen35,R8,164,C,1,1,226,1
qwen35_ce_d12r5_b_dual,qwen35,R8,165,B,1,1,187,1
qwen35_ce_d12r5_b_dual,qwen35,R8,166,A,1,1,452,1
qwen35_ce_d12r5_b_dual,qwen35,R8,167,D,1,0,291,1
qwen35_ce_d12r5_b_dual,qwen35,R8,168,C,1,1,157,1
qwen35_ce_d12r5_b_dual,qwen35,R8,169,A,1,1,158,1
qwen35_ce_d12r5_b_dual,qwen35,R8,170,B,1,0,236,1
qwen35_ce_d12r5_b_dual,qwen35,R8,171,D,1,1,132,1
qwen35_ce_d12r5_b_dual,qwen35,R8,172,A,1,1,126,1
qwen35_ce_d12r5_b_dual,qwen35,R8,173,A,1,1,178,1
qwen35_ce_d12r5_b_dual,qwen35,R8,174,D,1,1,79,1
qwen35_ce_d12r5_b_dual,qwen35,R8,175,A,1,1,289,1
qwen35_ce_d12r5_b_dual,qwen35,R8,176,D,1,0,2047,1
qwen35_ce_d12r5_b_dual,qwen35,R8,177,A,1,0,253,1
qwen35_ce_d12r5_b_dual,qwen35,R8,178,C,1,1,598,1
qwen35_ce_d12r5_b_dual,qwen35,R8,179,A,1,0,802,1
qwen35_ce_d12r5_b_dual,qwen35,R8,180,C,1,0,344,1
qwen35_ce_d12r5_b_dual,qwen35,R8,181,A,0,0,387,1
qwen35_ce_d12r5_b_dual,qwen35,R8,182,D,1,0,191,1
